Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
44	Spectrogram 1	1	20210316_144618.WAV	36.0	39.0	150	15000	comcra	Common Crane	0.32434507497715837	2
45	Spectrogram 1	1	20210316_144618.WAV	36.0	39.0	150	15000	eurcoo	Eurasian Coot	0.26728404073901735	3
46	Spectrogram 1	1	20210316_144618.WAV	38.0	41.0	150	15000	tawowl1	Tawny Owl	0.6424644169013735	1
47	Spectrogram 1	1	20210316_144618.WAV	38.0	41.0	150	15000	loeowl	Long-eared Owl	0.27654381128701894	2
48	Spectrogram 1	1	20210316_144618.WAV	38.0	41.0	150	15000	comcra	Common Crane	0.2603947620141816	3
49	Spectrogram 1	1	20210316_144618.WAV	4.0	7.0	150	15000	comrav	Common Raven	0.24031660841729796	1
50	Spectrogram 1	1	20210316_144618.WAV	4.0	7.0	150	15000	rinphe	Ring-necked Pheasant	0.22682172243196438	2
51	Spectrogram 1	1	20210316_144618.WAV	4.0	7.0	150	15000	rocpig	Rock Pigeon	0.22624430205566334	3
52	Spectrogram 1	1	20210316_144618.WAV	40.0	43.0	150	15000	tawowl1	Tawny Owl	0.6803861179211824	1
53	Spectrogram 1	1	20210316_144618.WAV	40.0	43.0	150	15000	comcra	Common Crane	0.3653590968277011	2
54	Spectrogram 1	1	20210316_144618.WAV	40.0	43.0	150	15000	comrav	Common Raven	0.31315501539569873	3
55	Spectrogram 1	1	20210316_144618.WAV	42.0	45.0	150	15000	eurrob1	European Robin	0.2344405956761091	1
56	Spectrogram 1	1	20210316_144618.WAV	42.0	45.0	150	15000	norgos	Northern Goshawk	0.23134627669204907	2
57	Spectrogram 1	1	20210316_144618.WAV	42.0	45.0	150	15000	eurtre1	Eurasian Treecreeper	0.22567069562884717	3
58	Spectrogram 1	1	20210316_144618.WAV	44.0	47.0	150	15000	wlwwar	Willow Warbler	0.30298385099486086	1
59	Spectrogram 1	1	20210316_144618.WAV	44.0	47.0	150	15000	trepip	Tree Pipit	0.28945574713271643	2
60	Spectrogram 1	1	20210316_144618.WAV	44.0	47.0	150	15000	yellow2	Yellowhammer	0.27676123797522884	3
61	Spectrogram 1	1	20210316_144618.WAV	46.0	49.0	150	15000	grywag	Gray Wagtail	0.3339489899839925	1
62	Spectrogram 1	1	20210316_144618.WAV	46.0	49.0	150	15000	coatit2	Coal Tit	0.309605775738986	2
63	Spectrogram 1	1	20210316_144618.WAV	46.0	49.0	150	15000	eurtre1	Eurasian Treecreeper	0.3087582658662882	3
64	Spectrogram 1	1	20210316_144618.WAV	48.0	51.0	150	15000	eaywag1	Western Yellow Wagtail	0.32376458216049303	1
65	Spectrogram 1	1	20210316_144618.WAV	48.0	51.0	150	15000	grywag	Gray Wagtail	0.28243511026660273	2
66	Spectrogram 1	1	20210316_144618.WAV	48.0	51.0	150	15000	reebun	Reed Bunting	0.2809294584716015	3
67	Spectrogram 1	1	20210316_144618.WAV	50.0	53.0	150	15000	norgos	Northern Goshawk	0.20365389697761876	1
68	Spectrogram 1	1	20210316_144618.WAV	50.0	53.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.20320275085499562	2
69	Spectrogram 1	1	20210316_144618.WAV	52.0	55.0	150	15000	comrav	Common Raven	0.2240581937886463	1
70	Spectrogram 1	1	20210316_144618.WAV	52.0	55.0	150	15000	rinphe	Ring-necked Pheasant	0.2193975518013185	2
71	Spectrogram 1	1	20210316_144618.WAV	52.0	55.0	150	15000	tawowl1	Tawny Owl	0.21276825178931905	3
72	Spectrogram 1	1	20210316_144618.WAV	54.0	57.0	150	15000	norgos	Northern Goshawk	0.2250266152439063	1
73	Spectrogram 1	1	20210316_144618.WAV	54.0	57.0	150	15000	rinphe	Ring-necked Pheasant	0.22419364444208148	2
74	Spectrogram 1	1	20210316_144618.WAV	54.0	57.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2196804524639043	3
75	Spectrogram 1	1	20210316_144618.WAV	56.0	59.0	150	15000	rinphe	Ring-necked Pheasant	0.23167674029402588	1
76	Spectrogram 1	1	20210316_144618.WAV	56.0	59.0	150	15000	comcuc	Common Cuckoo	0.21913219231307918	2
77	Spectrogram 1	1	20210316_144618.WAV	56.0	59.0	150	15000	tawowl1	Tawny Owl	0.2171250776551436	3
78	Spectrogram 1	1	20210316_144618.WAV	58.0	61.0	150	15000	rinphe	Ring-necked Pheasant	0.22167959149542135	1
79	Spectrogram 1	1	20210316_144618.WAV	58.0	61.0	150	15000	comrav	Common Raven	0.22011519687521586	2
80	Spectrogram 1	1	20210316_144618.WAV	58.0	61.0	150	15000	rocpig	Rock Pigeon	0.21935407970569568	3
81	Spectrogram 1	1	20210316_144618.WAV	6.0	9.0	150	15000	comrav	Common Raven	0.22959671877864918	1
82	Spectrogram 1	1	20210316_144618.WAV	6.0	9.0	150	15000	rinphe	Ring-necked Pheasant	0.21900851596534962	2
83	Spectrogram 1	1	20210316_144618.WAV	6.0	9.0	150	15000	tawowl1	Tawny Owl	0.2142817880547585	3
84	Spectrogram 1	1	20210316_144618.WAV	8.0	11.0	150	15000	comrav	Common Raven	0.23293228295620128	1
85	Spectrogram 1	1	20210316_144618.WAV	8.0	11.0	150	15000	rinphe	Ring-necked Pheasant	0.22139172292953732	2
86	Spectrogram 1	1	20210316_144618.WAV	8.0	11.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2167230155529567	3
87	Spectrogram 1	1	20210316_144618.WAV	60.0	63.0	150	15000	comrav	Common Raven	0.22759849545681657	1
88	Spectrogram 1	1	20210316_144618.WAV	60.0	63.0	150	15000	rinphe	Ring-necked Pheasant	0.22289098876876698	2
89	Spectrogram 1	1	20210316_144618.WAV	60.0	63.0	150	15000	comcuc	Common Cuckoo	0.2211320428935934	3
90	Spectrogram 1	1	20210316_144618.WAV	70.0	73.0	150	15000	redcro	Red Crossbill	0.3112059012061732	1
91	Spectrogram 1	1	20210316_144618.WAV	70.0	73.0	150	15000	woosan	Wood Sandpiper	0.29059628585351305	2
92	Spectrogram 1	1	20210316_144618.WAV	70.0	73.0	150	15000	grswoo	Great Spotted Woodpecker	0.2731645304281024	3
93	Spectrogram 1	1	20210316_144618.WAV	72.0	75.0	150	15000	eurtre1	Eurasian Treecreeper	0.3076307524579654	1
94	Spectrogram 1	1	20210316_144618.WAV	72.0	75.0	150	15000	stodov1	Stock Dove	0.27640807304434817	2
95	Spectrogram 1	1	20210316_144618.WAV	72.0	75.0	150	15000	winwre4	Eurasian Wren	0.2720981396962071	3
96	Spectrogram 1	1	20210316_144618.WAV	74.0	77.0	150	15000	woowar	Wood Warbler	0.23037824373433302	1
97	Spectrogram 1	1	20210316_144618.WAV	74.0	77.0	150	15000	stodov1	Stock Dove	0.22233718638619857	2
98	Spectrogram 1	1	20210316_144618.WAV	74.0	77.0	150	15000	norgos	Northern Goshawk	0.2221155391786764	3
99	Spectrogram 1	1	20210316_144618.WAV	76.0	79.0	150	15000	woowar	Wood Warbler	0.32739735246280993	1
100	Spectrogram 1	1	20210316_144618.WAV	76.0	79.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.32275766876806794	2
101	Spectrogram 1	1	20210316_144618.WAV	76.0	79.0	150	15000	grswoo	Great Spotted Woodpecker	0.31978990561264575	3
102	Spectrogram 1	1	20210316_144618.WAV	78.0	81.0	150	15000	eurgol	European Goldfinch	0.22256157979601143	1
103	Spectrogram 1	1	20210316_144618.WAV	78.0	81.0	150	15000	yellow2	Yellowhammer	0.2126227125935742	2
104	Spectrogram 1	1	20210316_144618.WAV	78.0	81.0	150	15000	gretit1	Great Tit	0.21032849778939913	3
105	Spectrogram 1	1	20210316_144618.WAV	62.0	65.0	150	15000	comrav	Common Raven	0.2418373099851825	1
106	Spectrogram 1	1	20210316_144618.WAV	62.0	65.0	150	15000	rocpig	Rock Pigeon	0.22810778002787455	2
107	Spectrogram 1	1	20210316_144618.WAV	62.0	65.0	150	15000	rinphe	Ring-necked Pheasant	0.22778100743996388	3
108	Spectrogram 1	1	20210316_144618.WAV	80.0	83.0	150	15000	eurtre1	Eurasian Treecreeper	0.2551483160393395	1
109	Spectrogram 1	1	20210316_144618.WAV	80.0	83.0	150	15000	goldcr1	Goldcrest	0.23941802301406742	2
110	Spectrogram 1	1	20210316_144618.WAV	80.0	83.0	150	15000	norgos	Northern Goshawk	0.2384707957656118	3
111	Spectrogram 1	1	20210316_144618.WAV	82.0	85.0	150	15000	firecr1	Common Firecrest	0.40402959637214225	1
112	Spectrogram 1	1	20210316_144618.WAV	82.0	85.0	150	15000	eurtre1	Eurasian Treecreeper	0.3887271133864662	2
113	Spectrogram 1	1	20210316_144618.WAV	82.0	85.0	150	15000	goldcr1	Goldcrest	0.3517777471115045	3
114	Spectrogram 1	1	20210316_144618.WAV	84.0	87.0	150	15000	comrav	Common Raven	0.3078077665530101	1
115	Spectrogram 1	1	20210316_144618.WAV	84.0	87.0	150	15000	blawoo1	Black Woodpecker	0.2765418088608647	2
116	Spectrogram 1	1	20210316_144618.WAV	84.0	87.0	150	15000	commer	Common Merganser	0.26352396737597167	3
117	Spectrogram 1	1	20210316_144618.WAV	86.0	89.0	150	15000	comrav	Common Raven	0.24310519004297326	1
118	Spectrogram 1	1	20210316_144618.WAV	86.0	89.0	150	15000	commer	Common Merganser	0.22033887294216045	2
119	Spectrogram 1	1	20210316_144618.WAV	86.0	89.0	150	15000	greegr	Great Egret	0.21979141973147545	3
120	Spectrogram 1	1	20210316_144618.WAV	88.0	91.0	150	15000	rinphe	Ring-necked Pheasant	0.2422012511470296	1
121	Spectrogram 1	1	20210316_144618.WAV	88.0	91.0	150	15000	comrav	Common Raven	0.24048050101601254	2
122	Spectrogram 1	1	20210316_144618.WAV	88.0	91.0	150	15000	tawowl1	Tawny Owl	0.2318802803460263	3
123	Spectrogram 1	1	20210316_144618.WAV	90.0	93.0	150	15000	blawoo1	Black Woodpecker	0.2185115355885371	1
124	Spectrogram 1	1	20210316_144618.WAV	90.0	93.0	150	15000	rinphe	Ring-necked Pheasant	0.2129316898927623	2
125	Spectrogram 1	1	20210316_144618.WAV	90.0	93.0	150	15000	grswoo	Great Spotted Woodpecker	0.21046079341486115	3
126	Spectrogram 1	1	20210316_144618.WAV	92.0	95.0	150	15000	rinphe	Ring-necked Pheasant	0.23806467003670398	1
127	Spectrogram 1	1	20210316_144618.WAV	92.0	95.0	150	15000	comrav	Common Raven	0.23513794550693443	2
128	Spectrogram 1	1	20210316_144618.WAV	92.0	95.0	150	15000	tawowl1	Tawny Owl	0.22115325996297705	3
129	Spectrogram 1	1	20210316_144618.WAV	94.0	97.0	150	15000	tawowl1	Tawny Owl	0.22239674388910288	1
130	Spectrogram 1	1	20210316_144618.WAV	94.0	97.0	150	15000	rinphe	Ring-necked Pheasant	0.2176037002298643	2
131	Spectrogram 1	1	20210316_144618.WAV	94.0	97.0	150	15000	comrav	Common Raven	0.21743492525904895	3
132	Spectrogram 1	1	20210316_144618.WAV	96.0	99.0	150	15000	rinphe	Ring-necked Pheasant	0.2169693286903757	1
133	Spectrogram 1	1	20210316_144618.WAV	96.0	99.0	150	15000	trepip	Tree Pipit	0.21171299015860384	2
134	Spectrogram 1	1	20210316_144618.WAV	96.0	99.0	150	15000	comrav	Common Raven	0.20484585205845532	3
135	Spectrogram 1	1	20210316_144618.WAV	98.0	101.0	150	15000	comcra	Common Crane	0.29425793236123393	1
136	Spectrogram 1	1	20210316_144618.WAV	98.0	101.0	150	15000	tawowl1	Tawny Owl	0.27891843743216177	2
137	Spectrogram 1	1	20210316_144618.WAV	98.0	101.0	150	15000	comrav	Common Raven	0.2666528340890147	3
138	Spectrogram 1	1	20210316_144618.WAV	64.0	67.0	150	15000	comrav	Common Raven	0.21272102250905534	1
139	Spectrogram 1	1	20210316_144618.WAV	64.0	67.0	150	15000	rinphe	Ring-necked Pheasant	0.2124838133102477	2
140	Spectrogram 1	1	20210316_144618.WAV	64.0	67.0	150	15000	tawowl1	Tawny Owl	0.209431433041897	3
141	Spectrogram 1	1	20210316_144618.WAV	100.0	103.0	150	15000	rocpig	Rock Pigeon	0.23367502465822132	1
142	Spectrogram 1	1	20210316_144618.WAV	100.0	103.0	150	15000	comrav	Common Raven	0.22594966087529433	2
143	Spectrogram 1	1	20210316_144618.WAV	100.0	103.0	150	15000	rinphe	Ring-necked Pheasant	0.22423577014097446	3
144	Spectrogram 1	1	20210316_144618.WAV	102.0	105.0	150	15000	norgos	Northern Goshawk	0.22165113124513156	1
145	Spectrogram 1	1	20210316_144618.WAV	102.0	105.0	150	15000	eugori2	Eurasian Golden Oriole	0.22160030044838733	2
146	Spectrogram 1	1	20210316_144618.WAV	102.0	105.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.22096465243329452	3
147	Spectrogram 1	1	20210316_144618.WAV	104.0	107.0	150	15000	norgos	Northern Goshawk	0.23394485445521818	1
148	Spectrogram 1	1	20210316_144618.WAV	104.0	107.0	150	15000	grnwoo1	Eurasian Green Woodpecker	0.23182705678876	2
149	Spectrogram 1	1	20210316_144618.WAV	104.0	107.0	150	15000	rinphe	Ring-necked Pheasant	0.2317625263092754	3
150	Spectrogram 1	1	20210316_144618.WAV	106.0	109.0	150	15000	rocpig	Rock Pigeon	0.2273582082045014	1
151	Spectrogram 1	1	20210316_144618.WAV	106.0	109.0	150	15000	rinphe	Ring-necked Pheasant	0.22734931605284317	2
152	Spectrogram 1	1	20210316_144618.WAV	106.0	109.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2222346089809401	3
153	Spectrogram 1	1	20210316_144618.WAV	108.0	111.0	150	15000	comrav	Common Raven	0.2242472376893453	1
154	Spectrogram 1	1	20210316_144618.WAV	108.0	111.0	150	15000	rinphe	Ring-necked Pheasant	0.22282211775603822	2
155	Spectrogram 1	1	20210316_144618.WAV	108.0	111.0	150	15000	rocpig	Rock Pigeon	0.2168921184702656	3
156	Spectrogram 1	1	20210316_144618.WAV	110.0	113.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.22367737713661992	1
157	Spectrogram 1	1	20210316_144618.WAV	110.0	113.0	150	15000	norgos	Northern Goshawk	0.22177239099366974	2
158	Spectrogram 1	1	20210316_144618.WAV	110.0	113.0	150	15000	blawoo1	Black Woodpecker	0.21776696544773153	3
159	Spectrogram 1	1	20210316_144618.WAV	112.0	115.0	150	15000	comrav	Common Raven	0.22219576123515475	1
160	Spectrogram 1	1	20210316_144618.WAV	112.0	115.0	150	15000	rinphe	Ring-necked Pheasant	0.21869604617520308	2
161	Spectrogram 1	1	20210316_144618.WAV	112.0	115.0	150	15000	blawoo1	Black Woodpecker	0.21779131836060875	3
162	Spectrogram 1	1	20210316_144618.WAV	114.0	117.0	150	15000	rinphe	Ring-necked Pheasant	0.42925984095769304	1
163	Spectrogram 1	1	20210316_144618.WAV	114.0	117.0	150	15000	comrav	Common Raven	0.2542884087760194	2
164	Spectrogram 1	1	20210316_144618.WAV	114.0	117.0	150	15000	grswoo	Great Spotted Woodpecker	0.25367540953107853	3
165	Spectrogram 1	1	20210316_144618.WAV	116.0	119.0	150	15000	rinphe	Ring-necked Pheasant	0.27335675081385513	1
166	Spectrogram 1	1	20210316_144618.WAV	116.0	119.0	150	15000	comrav	Common Raven	0.26263216624695934	2
167	Spectrogram 1	1	20210316_144618.WAV	116.0	119.0	150	15000	loeowl	Long-eared Owl	0.23480429052072804	3
168	Spectrogram 1	1	20210316_144618.WAV	118.0	121.0	150	15000	comrav	Common Raven	0.22406187561634844	1
169	Spectrogram 1	1	20210316_144618.WAV	118.0	121.0	150	15000	rinphe	Ring-necked Pheasant	0.2194037479742436	2
170	Spectrogram 1	1	20210316_144618.WAV	118.0	121.0	150	15000	rocpig	Rock Pigeon	0.2120653370552453	3
171	Spectrogram 1	1	20210316_144618.WAV	66.0	69.0	150	15000	comrav	Common Raven	0.23737996523477595	1
172	Spectrogram 1	1	20210316_144618.WAV	66.0	69.0	150	15000	rinphe	Ring-necked Pheasant	0.23124092477447986	2
173	Spectrogram 1	1	20210316_144618.WAV	66.0	69.0	150	15000	tawowl1	Tawny Owl	0.22703494707459088	3
174	Spectrogram 1	1	20210316_144618.WAV	68.0	71.0	150	15000	rocpig	Rock Pigeon	0.23006940304523682	1
175	Spectrogram 1	1	20210316_144618.WAV	68.0	71.0	150	15000	tawowl1	Tawny Owl	0.210270459577292	2
176	Spectrogram 1	1	20210316_144618.WAV	68.0	71.0	150	15000	rinphe	Ring-necked Pheasant	0.21012713104305153	3
177	Spectrogram 1	1	20210316_144618.WAV	600.0	603.0	150	15000	eurtre1	Eurasian Treecreeper	0.34078674329771774	1
178	Spectrogram 1	1	20210316_144618.WAV	600.0	603.0	150	15000	misthr1	Mistle Thrush	0.3184211077370917	2
179	Spectrogram 1	1	20210316_144618.WAV	600.0	603.0	150	15000	eurbla	Eurasian Blackbird	0.3071671308811837	3
180	Spectrogram 1	1	20210316_144618.WAV	610.0	613.0	150	15000	comcuc	Common Cuckoo	0.2959276073277817	1
181	Spectrogram 1	1	20210316_144618.WAV	610.0	613.0	150	15000	tawowl1	Tawny Owl	0.2701410080833335	2
182	Spectrogram 1	1	20210316_144618.WAV	610.0	613.0	150	15000	wlwwar	Willow Warbler	0.26103458783975614	3
183	Spectrogram 1	1	20210316_144618.WAV	612.0	615.0	150	15000	comrav	Common Raven	0.3439841499707056	1
184	Spectrogram 1	1	20210316_144618.WAV	612.0	615.0	150	15000	norgos	Northern Goshawk	0.3403672424856974	2
185	Spectrogram 1	1	20210316_144618.WAV	612.0	615.0	150	15000	tawowl1	Tawny Owl	0.33108411164027096	3
186	Spectrogram 1	1	20210316_144618.WAV	614.0	617.0	150	15000	comcra	Common Crane	0.6771989116994507	1
187	Spectrogram 1	1	20210316_144618.WAV	614.0	617.0	150	15000	tawowl1	Tawny Owl	0.3283395379704196	2
188	Spectrogram 1	1	20210316_144618.WAV	614.0	617.0	150	15000	rinphe	Ring-necked Pheasant	0.2943313222532599	3
189	Spectrogram 1	1	20210316_144618.WAV	616.0	619.0	150	15000	comcra	Common Crane	0.5012584891121128	1
190	Spectrogram 1	1	20210316_144618.WAV	616.0	619.0	150	15000	tawowl1	Tawny Owl	0.4962656861646189	2
191	Spectrogram 1	1	20210316_144618.WAV	616.0	619.0	150	15000	comrav	Common Raven	0.2842427891532401	3
192	Spectrogram 1	1	20210316_144618.WAV	618.0	621.0	150	15000	yelgul1	Yellow-legged Gull	0.3609935324279821	1
193	Spectrogram 1	1	20210316_144618.WAV	618.0	621.0	150	15000	tawowl1	Tawny Owl	0.33807800672270283	2
194	Spectrogram 1	1	20210316_144618.WAV	618.0	621.0	150	15000	norshr1	Great Gray Shrike	0.30206498200556703	3
195	Spectrogram 1	1	20210316_144618.WAV	602.0	605.0	150	15000	eurbla	Eurasian Blackbird	0.3776579559280781	1
196	Spectrogram 1	1	20210316_144618.WAV	602.0	605.0	150	15000	redwin	Redwing	0.3574001448041263	2
197	Spectrogram 1	1	20210316_144618.WAV	602.0	605.0	150	15000	sonthr1	Song Thrush	0.3573906188027328	3
198	Spectrogram 1	1	20210316_144618.WAV	620.0	623.0	150	15000	gnwtea	Green-winged Teal	0.3628154569626884	1
199	Spectrogram 1	1	20210316_144618.WAV	620.0	623.0	150	15000	yelgul1	Yellow-legged Gull	0.358838806869028	2
200	Spectrogram 1	1	20210316_144618.WAV	620.0	623.0	150	15000	eurbul	Eurasian Bullfinch	0.30998157535939136	3
201	Spectrogram 1	1	20210316_144618.WAV	622.0	625.0	150	15000	yelgul1	Yellow-legged Gull	0.4113100120952647	1
202	Spectrogram 1	1	20210316_144618.WAV	622.0	625.0	150	15000	rudshe	Ruddy Shelduck	0.33079717182583834	2
203	Spectrogram 1	1	20210316_144618.WAV	622.0	625.0	150	15000	gnwtea	Green-winged Teal	0.26049649423210264	3
204	Spectrogram 1	1	20210316_144618.WAV	624.0	627.0	150	15000	tawowl1	Tawny Owl	0.34762064708644275	1
205	Spectrogram 1	1	20210316_144618.WAV	624.0	627.0	150	15000	yelgul1	Yellow-legged Gull	0.3202755755993397	2
206	Spectrogram 1	1	20210316_144618.WAV	624.0	627.0	150	15000	rinphe	Ring-necked Pheasant	0.3041188430271156	3
207	Spectrogram 1	1	20210316_144618.WAV	626.0	629.0	150	15000	tawowl1	Tawny Owl	0.3682731762354737	1
208	Spectrogram 1	1	20210316_144618.WAV	626.0	629.0	150	15000	comcra	Common Crane	0.33325408209551255	2
209	Spectrogram 1	1	20210316_144618.WAV	626.0	629.0	150	15000	yelgul1	Yellow-legged Gull	0.2959383222537255	3
210	Spectrogram 1	1	20210316_144618.WAV	628.0	631.0	150	15000	comcra	Common Crane	0.5677271410398396	1
211	Spectrogram 1	1	20210316_144618.WAV	628.0	631.0	150	15000	tawowl1	Tawny Owl	0.4007308647192575	2
212	Spectrogram 1	1	20210316_144618.WAV	628.0	631.0	150	15000	gragoo	Graylag Goose	0.36336333839923235	3
213	Spectrogram 1	1	20210316_144618.WAV	630.0	633.0	150	15000	tawowl1	Tawny Owl	0.36898290033563774	1
214	Spectrogram 1	1	20210316_144618.WAV	630.0	633.0	150	15000	comrav	Common Raven	0.3324787740211534	2
215	Spectrogram 1	1	20210316_144618.WAV	630.0	633.0	150	15000	comcra	Common Crane	0.3074035712375531	3
216	Spectrogram 1	1	20210316_144618.WAV	632.0	635.0	150	15000	tawowl1	Tawny Owl	0.4408381504847519	1
217	Spectrogram 1	1	20210316_144618.WAV	632.0	635.0	150	15000	graher1	Gray Heron	0.3523776965214636	2
218	Spectrogram 1	1	20210316_144618.WAV	632.0	635.0	150	15000	loeowl	Long-eared Owl	0.3284745058559274	3
219	Spectrogram 1	1	20210316_144618.WAV	634.0	637.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.27163675195152187	1
220	Spectrogram 1	1	20210316_144618.WAV	634.0	637.0	150	15000	webwar1	Western Bonelli's Warbler	0.2713738327746132	2
221	Spectrogram 1	1	20210316_144618.WAV	634.0	637.0	150	15000	norgos	Northern Goshawk	0.26972296167925935	3
222	Spectrogram 1	1	20210316_144618.WAV	636.0	639.0	150	15000	rudshe	Ruddy Shelduck	0.6737010713113445	1
223	Spectrogram 1	1	20210316_144618.WAV	636.0	639.0	150	15000	arcloo	Arctic Loon	0.2936430722347801	2
224	Spectrogram 1	1	20210316_144618.WAV	636.0	639.0	150	15000	comrav	Common Raven	0.2558210205074544	3
225	Spectrogram 1	1	20210316_144618.WAV	638.0	641.0	150	15000	tawowl1	Tawny Owl	0.3036887280726125	1
226	Spectrogram 1	1	20210316_144618.WAV	638.0	641.0	150	15000	comcra	Common Crane	0.29884654374644154	2
227	Spectrogram 1	1	20210316_144618.WAV	638.0	641.0	150	15000	marwar3	Marsh Warbler	0.2832801662120117	3
228	Spectrogram 1	1	20210316_144618.WAV	604.0	607.0	150	15000	comcra	Common Crane	0.4271404575614269	1
229	Spectrogram 1	1	20210316_144618.WAV	604.0	607.0	150	15000	comrav	Common Raven	0.3889692962793313	2
230	Spectrogram 1	1	20210316_144618.WAV	604.0	607.0	150	15000	carcro1	Carrion Crow	0.3687394108128174	3
231	Spectrogram 1	1	20210316_144618.WAV	640.0	643.0	150	15000	gragoo	Graylag Goose	0.4528785744972521	1
232	Spectrogram 1	1	20210316_144618.WAV	640.0	643.0	150	15000	comcra	Common Crane	0.4058239833263933	2
233	Spectrogram 1	1	20210316_144618.WAV	640.0	643.0	150	15000	comrav	Common Raven	0.369840781418105	3
234	Spectrogram 1	1	20210316_144618.WAV	642.0	645.0	150	15000	rudshe	Ruddy Shelduck	0.4316905971254755	1
235	Spectrogram 1	1	20210316_144618.WAV	642.0	645.0	150	15000	comrav	Common Raven	0.305079503797786	2
236	Spectrogram 1	1	20210316_144618.WAV	642.0	645.0	150	15000	tawowl1	Tawny Owl	0.2943112726875556	3
237	Spectrogram 1	1	20210316_144618.WAV	644.0	647.0	150	15000	norshr1	Great Gray Shrike	0.3448325665080857	1
238	Spectrogram 1	1	20210316_144618.WAV	644.0	647.0	150	15000	comcra	Common Crane	0.2945819131053202	2
239	Spectrogram 1	1	20210316_144618.WAV	644.0	647.0	150	15000	tawowl1	Tawny Owl	0.28842349818071944	3
240	Spectrogram 1	1	20210316_144618.WAV	646.0	649.0	150	15000	rudshe	Ruddy Shelduck	0.5073632162912054	1
241	Spectrogram 1	1	20210316_144618.WAV	646.0	649.0	150	15000	comcra	Common Crane	0.3008248423892389	2
242	Spectrogram 1	1	20210316_144618.WAV	646.0	649.0	150	15000	comrav	Common Raven	0.27881998087528276	3
243	Spectrogram 1	1	20210316_144618.WAV	648.0	651.0	150	15000	rudshe	Ruddy Shelduck	0.5267351934827992	1
244	Spectrogram 1	1	20210316_144618.WAV	648.0	651.0	150	15000	yelgul1	Yellow-legged Gull	0.3145761013097914	2
245	Spectrogram 1	1	20210316_144618.WAV	648.0	651.0	150	15000	comrav	Common Raven	0.2848510207830782	3
246	Spectrogram 1	1	20210316_144618.WAV	650.0	653.0	150	15000	rudshe	Ruddy Shelduck	0.2956926821144002	1
247	Spectrogram 1	1	20210316_144618.WAV	650.0	653.0	150	15000	yelgul1	Yellow-legged Gull	0.2568174430907354	2
248	Spectrogram 1	1	20210316_144618.WAV	650.0	653.0	150	15000	gnwtea	Green-winged Teal	0.2553415535347409	3
249	Spectrogram 1	1	20210316_144618.WAV	652.0	655.0	150	15000	comrav	Common Raven	0.37738289296893246	1
250	Spectrogram 1	1	20210316_144618.WAV	652.0	655.0	150	15000	tawowl1	Tawny Owl	0.33014369256380016	2
251	Spectrogram 1	1	20210316_144618.WAV	652.0	655.0	150	15000	comcra	Common Crane	0.2563734631475653	3
252	Spectrogram 1	1	20210316_144618.WAV	654.0	657.0	150	15000	combuz1	Common Buzzard	0.2767202856384549	1
253	Spectrogram 1	1	20210316_144618.WAV	654.0	657.0	150	15000	norshr1	Great Gray Shrike	0.2502545959130168	2
254	Spectrogram 1	1	20210316_144618.WAV	654.0	657.0	150	15000	eurjay1	Eurasian Jay	0.2471494839788543	3
255	Spectrogram 1	1	20210316_144618.WAV	656.0	659.0	150	15000	rudshe	Ruddy Shelduck	0.346098659317387	1
256	Spectrogram 1	1	20210316_144618.WAV	656.0	659.0	150	15000	eurbul	Eurasian Bullfinch	0.2871061068577393	2
257	Spectrogram 1	1	20210316_144618.WAV	656.0	659.0	150	15000	whinch1	Whinchat	0.2592960368850561	3
258	Spectrogram 1	1	20210316_144618.WAV	658.0	661.0	150	15000	rudshe	Ruddy Shelduck	0.4150207879356067	1
259	Spectrogram 1	1	20210316_144618.WAV	658.0	661.0	150	15000	comrav	Common Raven	0.27652896641430524	2
260	Spectrogram 1	1	20210316_144618.WAV	658.0	661.0	150	15000	norwhe	Northern Wheatear	0.2250253850908824	3
261	Spectrogram 1	1	20210316_144618.WAV	606.0	609.0	150	15000	tawowl1	Tawny Owl	0.5307597204689788	1
262	Spectrogram 1	1	20210316_144618.WAV	606.0	609.0	150	15000	comcra	Common Crane	0.43906185152667687	2
263	Spectrogram 1	1	20210316_144618.WAV	606.0	609.0	150	15000	norgos	Northern Goshawk	0.3564154564030604	3
264	Spectrogram 1	1	20210316_144618.WAV	608.0	611.0	150	15000	gnwtea	Green-winged Teal	0.29210839744159145	1
265	Spectrogram 1	1	20210316_144618.WAV	608.0	611.0	150	15000	tawowl1	Tawny Owl	0.2831143587695751	2
266	Spectrogram 1	1	20210316_144618.WAV	608.0	611.0	150	15000	eurbul	Eurasian Bullfinch	0.2656229539242744	3
267	Spectrogram 1	1	20210316_144618.WAV	660.0	663.0	150	15000	rudshe	Ruddy Shelduck	0.446620512093429	1
268	Spectrogram 1	1	20210316_144618.WAV	660.0	663.0	150	15000	comrav	Common Raven	0.317060339281658	2
