Selection	View	Channel	Begin File	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Species Code	Common Name	Confidence	Rank
269	Spectrogram 1	1	20210316_144618.WAV	660.0	663.0	150	15000	rinphe	Ring-necked Pheasant	0.2523106842357822	3
270	Spectrogram 1	1	20210316_144618.WAV	670.0	673.0	150	15000	eurbla	Eurasian Blackbird	0.4421049042241399	1
271	Spectrogram 1	1	20210316_144618.WAV	670.0	673.0	150	15000	misthr1	Mistle Thrush	0.4170322421494332	2
272	Spectrogram 1	1	20210316_144618.WAV	670.0	673.0	150	15000	eurbul	Eurasian Bullfinch	0.39774900121166623	3
273	Spectrogram 1	1	20210316_144618.WAV	672.0	675.0	150	15000	eugplo	European Golden-Plover	0.3709305684263287	1
274	Spectrogram 1	1	20210316_144618.WAV	672.0	675.0	150	15000	tawowl1	Tawny Owl	0.35004538632825805	2
275	Spectrogram 1	1	20210316_144618.WAV	672.0	675.0	150	15000	comcra	Common Crane	0.3125306864063513	3
276	Spectrogram 1	1	20210316_144618.WAV	674.0	677.0	150	15000	eurbla	Eurasian Blackbird	0.3603977691817473	1
277	Spectrogram 1	1	20210316_144618.WAV	674.0	677.0	150	15000	garwar1	Garden Warbler	0.33712250548482237	2
278	Spectrogram 1	1	20210316_144618.WAV	674.0	677.0	150	15000	webwar1	Western Bonelli's Warbler	0.3325874503912382	3
279	Spectrogram 1	1	20210316_144618.WAV	676.0	679.0	150	15000	norshr1	Great Gray Shrike	0.3254681589502662	1
280	Spectrogram 1	1	20210316_144618.WAV	676.0	679.0	150	15000	whinch1	Whinchat	0.30982740322617996	2
281	Spectrogram 1	1	20210316_144618.WAV	676.0	679.0	150	15000	eurbla	Eurasian Blackbird	0.29800783375854134	3
282	Spectrogram 1	1	20210316_144618.WAV	678.0	681.0	150	15000	tawowl1	Tawny Owl	0.2893087851024426	1
283	Spectrogram 1	1	20210316_144618.WAV	678.0	681.0	150	15000	comrav	Common Raven	0.2609810424713434	2
284	Spectrogram 1	1	20210316_144618.WAV	678.0	681.0	150	15000	comcra	Common Crane	0.23916652328712415	3
285	Spectrogram 1	1	20210316_144618.WAV	662.0	665.0	150	15000	gnwtea	Green-winged Teal	0.26689996818265294	1
286	Spectrogram 1	1	20210316_144618.WAV	662.0	665.0	150	15000	comgol	Common Goldeneye	0.2409671176183653	2
287	Spectrogram 1	1	20210316_144618.WAV	662.0	665.0	150	15000	woolar1	Wood Lark	0.23961259507093738	3
288	Spectrogram 1	1	20210316_144618.WAV	680.0	683.0	150	15000	tawowl1	Tawny Owl	0.3014809602934729	1
289	Spectrogram 1	1	20210316_144618.WAV	680.0	683.0	150	15000	comrav	Common Raven	0.29864484795849333	2
290	Spectrogram 1	1	20210316_144618.WAV	680.0	683.0	150	15000	blawoo1	Black Woodpecker	0.25851690827710533	3
291	Spectrogram 1	1	20210316_144618.WAV	682.0	685.0	150	15000	tawowl1	Tawny Owl	0.33956066736166435	1
292	Spectrogram 1	1	20210316_144618.WAV	682.0	685.0	150	15000	loeowl	Long-eared Owl	0.2644168487195833	2
293	Spectrogram 1	1	20210316_144618.WAV	682.0	685.0	150	15000	eurbul	Eurasian Bullfinch	0.2606967412902812	3
294	Spectrogram 1	1	20210316_144618.WAV	684.0	687.0	150	15000	tawowl1	Tawny Owl	0.3927558005298172	1
295	Spectrogram 1	1	20210316_144618.WAV	684.0	687.0	150	15000	comcra	Common Crane	0.345455516461427	2
296	Spectrogram 1	1	20210316_144618.WAV	684.0	687.0	150	15000	arcloo	Arctic Loon	0.30155169474235405	3
297	Spectrogram 1	1	20210316_144618.WAV	686.0	689.0	150	15000	tawowl1	Tawny Owl	0.28527502566184476	1
298	Spectrogram 1	1	20210316_144618.WAV	686.0	689.0	150	15000	comrav	Common Raven	0.26919657366795063	2
299	Spectrogram 1	1	20210316_144618.WAV	686.0	689.0	150	15000	loeowl	Long-eared Owl	0.2574242968023886	3
300	Spectrogram 1	1	20210316_144618.WAV	688.0	691.0	150	15000	wlwwar	Willow Warbler	0.307479166446575	1
301	Spectrogram 1	1	20210316_144618.WAV	688.0	691.0	150	15000	trepip	Tree Pipit	0.30659977128896954	2
302	Spectrogram 1	1	20210316_144618.WAV	688.0	691.0	150	15000	whinch1	Whinchat	0.2940498406726885	3
303	Spectrogram 1	1	20210316_144618.WAV	690.0	693.0	150	15000	eurbla	Eurasian Blackbird	0.43621699106910117	1
304	Spectrogram 1	1	20210316_144618.WAV	690.0	693.0	150	15000	misthr1	Mistle Thrush	0.3636315347303133	2
305	Spectrogram 1	1	20210316_144618.WAV	690.0	693.0	150	15000	sonthr1	Song Thrush	0.3539844105376091	3
306	Spectrogram 1	1	20210316_144618.WAV	692.0	695.0	150	15000	eurnut2	Eurasian Nuthatch	0.3527904156539635	1
307	Spectrogram 1	1	20210316_144618.WAV	692.0	695.0	150	15000	misthr1	Mistle Thrush	0.34033433884056585	2
308	Spectrogram 1	1	20210316_144618.WAV	692.0	695.0	150	15000	wlwwar	Willow Warbler	0.3238861345866178	3
309	Spectrogram 1	1	20210316_144618.WAV	694.0	697.0	150	15000	tawowl1	Tawny Owl	0.3877955181604466	1
310	Spectrogram 1	1	20210316_144618.WAV	694.0	697.0	150	15000	comcra	Common Crane	0.2850300184857847	2
311	Spectrogram 1	1	20210316_144618.WAV	694.0	697.0	150	15000	comrav	Common Raven	0.27789990279645654	3
312	Spectrogram 1	1	20210316_144618.WAV	696.0	699.0	150	15000	norshr1	Great Gray Shrike	0.3529426179022374	1
313	Spectrogram 1	1	20210316_144618.WAV	696.0	699.0	150	15000	tawowl1	Tawny Owl	0.312621190950759	2
314	Spectrogram 1	1	20210316_144618.WAV	696.0	699.0	150	15000	eurbul	Eurasian Bullfinch	0.31255787128821205	3
315	Spectrogram 1	1	20210316_144618.WAV	698.0	701.0	150	15000	tawowl1	Tawny Owl	0.35380292903759	1
316	Spectrogram 1	1	20210316_144618.WAV	698.0	701.0	150	15000	comcra	Common Crane	0.3297648106512609	2
317	Spectrogram 1	1	20210316_144618.WAV	698.0	701.0	150	15000	norlap	Northern Lapwing	0.30459384038495463	3
318	Spectrogram 1	1	20210316_144618.WAV	664.0	667.0	150	15000	tawowl1	Tawny Owl	0.29130986247805185	1
319	Spectrogram 1	1	20210316_144618.WAV	664.0	667.0	150	15000	misthr1	Mistle Thrush	0.25998704089014024	2
320	Spectrogram 1	1	20210316_144618.WAV	664.0	667.0	150	15000	gnwtea	Green-winged Teal	0.2440266475102114	3
321	Spectrogram 1	1	20210316_144618.WAV	700.0	703.0	150	15000	tawowl1	Tawny Owl	0.362760360382121	1
322	Spectrogram 1	1	20210316_144618.WAV	700.0	703.0	150	15000	comcra	Common Crane	0.2627092437965312	2
323	Spectrogram 1	1	20210316_144618.WAV	700.0	703.0	150	15000	norgos	Northern Goshawk	0.2625622139295042	3
324	Spectrogram 1	1	20210316_144618.WAV	702.0	705.0	150	15000	tawowl1	Tawny Owl	0.2974866330801327	1
325	Spectrogram 1	1	20210316_144618.WAV	702.0	705.0	150	15000	comrav	Common Raven	0.290027232079758	2
326	Spectrogram 1	1	20210316_144618.WAV	702.0	705.0	150	15000	rinphe	Ring-necked Pheasant	0.27440335916436176	3
327	Spectrogram 1	1	20210316_144618.WAV	704.0	707.0	150	15000	tawowl1	Tawny Owl	0.4189492132891696	1
328	Spectrogram 1	1	20210316_144618.WAV	704.0	707.0	150	15000	comcra	Common Crane	0.33726697976537623	2
329	Spectrogram 1	1	20210316_144618.WAV	704.0	707.0	150	15000	arcloo	Arctic Loon	0.2988703181287176	3
330	Spectrogram 1	1	20210316_144618.WAV	706.0	709.0	150	15000	eurbla	Eurasian Blackbird	0.33602455982778434	1
331	Spectrogram 1	1	20210316_144618.WAV	706.0	709.0	150	15000	sonthr1	Song Thrush	0.3109663555671532	2
332	Spectrogram 1	1	20210316_144618.WAV	706.0	709.0	150	15000	misthr1	Mistle Thrush	0.2982464535650874	3
333	Spectrogram 1	1	20210316_144618.WAV	708.0	711.0	150	15000	gnwtea	Green-winged Teal	0.25453029813579964	1
334	Spectrogram 1	1	20210316_144618.WAV	708.0	711.0	150	15000	gadwal	Gadwall	0.25061720391602077	2
335	Spectrogram 1	1	20210316_144618.WAV	708.0	711.0	150	15000	comrav	Common Raven	0.245153053081084	3
336	Spectrogram 1	1	20210316_144618.WAV	710.0	713.0	150	15000	perfal	Peregrine Falcon	0.38253903254128296	1
337	Spectrogram 1	1	20210316_144618.WAV	710.0	713.0	150	15000	norgos	Northern Goshawk	0.3050703134931252	2
338	Spectrogram 1	1	20210316_144618.WAV	710.0	713.0	150	15000	tawowl1	Tawny Owl	0.2579633558057128	3
339	Spectrogram 1	1	20210316_144618.WAV	712.0	715.0	150	15000	norgos	Northern Goshawk	0.3058782654514047	1
340	Spectrogram 1	1	20210316_144618.WAV	712.0	715.0	150	15000	combuz1	Common Buzzard	0.29515988080973227	2
341	Spectrogram 1	1	20210316_144618.WAV	712.0	715.0	150	15000	eugori2	Eurasian Golden Oriole	0.2894738820894428	3
342	Spectrogram 1	1	20210316_144618.WAV	714.0	717.0	150	15000	tawowl1	Tawny Owl	0.2875641853605161	1
343	Spectrogram 1	1	20210316_144618.WAV	714.0	717.0	150	15000	comsni	Common Snipe	0.24456655251655418	2
344	Spectrogram 1	1	20210316_144618.WAV	714.0	717.0	150	15000	eaywag1	Western Yellow Wagtail	0.24184144772412938	3
345	Spectrogram 1	1	20210316_144618.WAV	716.0	719.0	150	15000	tawowl1	Tawny Owl	0.3080637389150214	1
346	Spectrogram 1	1	20210316_144618.WAV	716.0	719.0	150	15000	comrav	Common Raven	0.25138120086957416	2
347	Spectrogram 1	1	20210316_144618.WAV	716.0	719.0	150	15000	loeowl	Long-eared Owl	0.23916204389121418	3
348	Spectrogram 1	1	20210316_144618.WAV	718.0	721.0	150	15000	tawowl1	Tawny Owl	0.27305055649060384	1
349	Spectrogram 1	1	20210316_144618.WAV	718.0	721.0	150	15000	gnwtea	Green-winged Teal	0.26751873679544674	2
350	Spectrogram 1	1	20210316_144618.WAV	718.0	721.0	150	15000	comgol	Common Goldeneye	0.26284174940425653	3
351	Spectrogram 1	1	20210316_144618.WAV	666.0	669.0	150	15000	tawowl1	Tawny Owl	0.3033227124341269	1
352	Spectrogram 1	1	20210316_144618.WAV	666.0	669.0	150	15000	arcloo	Arctic Loon	0.2715847015289154	2
353	Spectrogram 1	1	20210316_144618.WAV	666.0	669.0	150	15000	comrav	Common Raven	0.26049892759614046	3
354	Spectrogram 1	1	20210316_144618.WAV	668.0	671.0	150	15000	eurbla	Eurasian Blackbird	0.4428531062620515	1
355	Spectrogram 1	1	20210316_144618.WAV	668.0	671.0	150	15000	misthr1	Mistle Thrush	0.36151150317733577	2
356	Spectrogram 1	1	20210316_144618.WAV	668.0	671.0	150	15000	redwin	Redwing	0.3323377802022906	3
357	Spectrogram 1	1	20210316_144618.WAV	720.0	723.0	150	15000	eurbla	Eurasian Blackbird	0.3601340919993369	1
358	Spectrogram 1	1	20210316_144618.WAV	720.0	723.0	150	15000	misthr1	Mistle Thrush	0.29977434681662724	2
359	Spectrogram 1	1	20210316_144618.WAV	720.0	723.0	150	15000	eugori2	Eurasian Golden Oriole	0.2887126878748622	3
360	Spectrogram 1	1	20210316_144618.WAV	730.0	733.0	150	15000	comrav	Common Raven	0.3059087259204514	1
361	Spectrogram 1	1	20210316_144618.WAV	730.0	733.0	150	15000	comcra	Common Crane	0.2854852765156082	2
362	Spectrogram 1	1	20210316_144618.WAV	730.0	733.0	150	15000	rook1	Rook	0.28233931424384173	3
363	Spectrogram 1	1	20210316_144618.WAV	732.0	735.0	150	15000	snobun	Snow Bunting	0.2872002557369634	1
364	Spectrogram 1	1	20210316_144618.WAV	732.0	735.0	150	15000	comrav	Common Raven	0.2660874981279143	2
365	Spectrogram 1	1	20210316_144618.WAV	732.0	735.0	150	15000	comcra	Common Crane	0.26369508406104486	3
366	Spectrogram 1	1	20210316_144618.WAV	734.0	737.0	150	15000	snobun	Snow Bunting	0.29420867725360367	1
367	Spectrogram 1	1	20210316_144618.WAV	734.0	737.0	150	15000	norwhe	Northern Wheatear	0.2558927103274168	2
368	Spectrogram 1	1	20210316_144618.WAV	734.0	737.0	150	15000	tawowl1	Tawny Owl	0.2504266707383222	3
369	Spectrogram 1	1	20210316_144618.WAV	736.0	739.0	150	15000	snobun	Snow Bunting	0.27948855117589616	1
370	Spectrogram 1	1	20210316_144618.WAV	736.0	739.0	150	15000	norwhe	Northern Wheatear	0.26362915919457275	2
371	Spectrogram 1	1	20210316_144618.WAV	736.0	739.0	150	15000	rudshe	Ruddy Shelduck	0.2517853507664142	3
372	Spectrogram 1	1	20210316_144618.WAV	738.0	741.0	150	15000	snobun	Snow Bunting	0.25749171185568587	1
373	Spectrogram 1	1	20210316_144618.WAV	738.0	741.0	150	15000	comrav	Common Raven	0.2546134827712574	2
374	Spectrogram 1	1	20210316_144618.WAV	738.0	741.0	150	15000	tawowl1	Tawny Owl	0.25035989775355233	3
375	Spectrogram 1	1	20210316_144618.WAV	722.0	725.0	150	15000	snobun	Snow Bunting	0.3002476524852631	1
376	Spectrogram 1	1	20210316_144618.WAV	722.0	725.0	150	15000	norwhe	Northern Wheatear	0.23681920737440365	2
377	Spectrogram 1	1	20210316_144618.WAV	722.0	725.0	150	15000	rudtur	Ruddy Turnstone	0.23132051914138765	3
378	Spectrogram 1	1	20210316_144618.WAV	740.0	743.0	150	15000	blutit	Eurasian Blue Tit	0.33816051967779603	1
379	Spectrogram 1	1	20210316_144618.WAV	740.0	743.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.287633353479455	2
380	Spectrogram 1	1	20210316_144618.WAV	740.0	743.0	150	15000	yellow2	Yellowhammer	0.2868712440556273	3
381	Spectrogram 1	1	20210316_144618.WAV	742.0	745.0	150	15000	cirbun1	Cirl Bunting	0.26590235798717027	1
382	Spectrogram 1	1	20210316_144618.WAV	742.0	745.0	150	15000	comcra	Common Crane	0.26065119190446434	2
383	Spectrogram 1	1	20210316_144618.WAV	742.0	745.0	150	15000	wlwwar	Willow Warbler	0.25552983950670954	3
384	Spectrogram 1	1	20210316_144618.WAV	744.0	747.0	150	15000	eurjay1	Eurasian Jay	0.3327840098470784	1
385	Spectrogram 1	1	20210316_144618.WAV	744.0	747.0	150	15000	carcro1	Carrion Crow	0.32073570854867395	2
386	Spectrogram 1	1	20210316_144618.WAV	744.0	747.0	150	15000	blawoo1	Black Woodpecker	0.3128928434178539	3
387	Spectrogram 1	1	20210316_144618.WAV	746.0	749.0	150	15000	tawowl1	Tawny Owl	0.3346527062240925	1
388	Spectrogram 1	1	20210316_144618.WAV	746.0	749.0	150	15000	comcra	Common Crane	0.30308681889360994	2
389	Spectrogram 1	1	20210316_144618.WAV	746.0	749.0	150	15000	comrav	Common Raven	0.2898638357535899	3
390	Spectrogram 1	1	20210316_144618.WAV	748.0	751.0	150	15000	tawowl1	Tawny Owl	0.39878972226812426	1
391	Spectrogram 1	1	20210316_144618.WAV	748.0	751.0	150	15000	comcra	Common Crane	0.2755504349166284	2
392	Spectrogram 1	1	20210316_144618.WAV	748.0	751.0	150	15000	loeowl	Long-eared Owl	0.2501244623916517	3
393	Spectrogram 1	1	20210316_144618.WAV	750.0	753.0	150	15000	tawowl1	Tawny Owl	0.26317405003030325	1
394	Spectrogram 1	1	20210316_144618.WAV	750.0	753.0	150	15000	comrav	Common Raven	0.25533735451694933	2
395	Spectrogram 1	1	20210316_144618.WAV	750.0	753.0	150	15000	comcra	Common Crane	0.2538362728296683	3
396	Spectrogram 1	1	20210316_144618.WAV	752.0	755.0	150	15000	comrav	Common Raven	0.3029110142039026	1
397	Spectrogram 1	1	20210316_144618.WAV	752.0	755.0	150	15000	tawowl1	Tawny Owl	0.29423407118205713	2
398	Spectrogram 1	1	20210316_144618.WAV	752.0	755.0	150	15000	loeowl	Long-eared Owl	0.2666030670601941	3
399	Spectrogram 1	1	20210316_144618.WAV	754.0	757.0	150	15000	tawowl1	Tawny Owl	0.26133166464256413	1
400	Spectrogram 1	1	20210316_144618.WAV	754.0	757.0	150	15000	comrav	Common Raven	0.23627321790775072	2
401	Spectrogram 1	1	20210316_144618.WAV	754.0	757.0	150	15000	comcra	Common Crane	0.23495011295501025	3
402	Spectrogram 1	1	20210316_144618.WAV	756.0	759.0	150	15000	eurrob1	European Robin	0.25244445954356104	1
403	Spectrogram 1	1	20210316_144618.WAV	756.0	759.0	150	15000	goldcr1	Goldcrest	0.24350262920223603	2
404	Spectrogram 1	1	20210316_144618.WAV	756.0	759.0	150	15000	norshr1	Great Gray Shrike	0.2327450498453091	3
405	Spectrogram 1	1	20210316_144618.WAV	758.0	761.0	150	15000	tawowl1	Tawny Owl	0.2656319385965673	1
406	Spectrogram 1	1	20210316_144618.WAV	758.0	761.0	150	15000	comrav	Common Raven	0.2597178494971117	2
407	Spectrogram 1	1	20210316_144618.WAV	758.0	761.0	150	15000	blawoo1	Black Woodpecker	0.24883315915463475	3
408	Spectrogram 1	1	20210316_144618.WAV	724.0	727.0	150	15000	snobun	Snow Bunting	0.2856760709968688	1
409	Spectrogram 1	1	20210316_144618.WAV	724.0	727.0	150	15000	norwhe	Northern Wheatear	0.22314211014015084	2
410	Spectrogram 1	1	20210316_144618.WAV	724.0	727.0	150	15000	comgol	Common Goldeneye	0.21789079557886945	3
411	Spectrogram 1	1	20210316_144618.WAV	760.0	763.0	150	15000	eurtre1	Eurasian Treecreeper	0.2368421732328893	1
412	Spectrogram 1	1	20210316_144618.WAV	760.0	763.0	150	15000	norgos	Northern Goshawk	0.2338722107618367	2
413	Spectrogram 1	1	20210316_144618.WAV	760.0	763.0	150	15000	comrav	Common Raven	0.22719300085066788	3
414	Spectrogram 1	1	20210316_144618.WAV	762.0	765.0	150	15000	norgos	Northern Goshawk	0.2440156107876609	1
415	Spectrogram 1	1	20210316_144618.WAV	762.0	765.0	150	15000	tawowl1	Tawny Owl	0.23541822337836435	2
416	Spectrogram 1	1	20210316_144618.WAV	762.0	765.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.22801504025869496	3
417	Spectrogram 1	1	20210316_144618.WAV	764.0	767.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.3324113217663461	1
418	Spectrogram 1	1	20210316_144618.WAV	764.0	767.0	150	15000	blawoo1	Black Woodpecker	0.33081624035312995	2
419	Spectrogram 1	1	20210316_144618.WAV	764.0	767.0	150	15000	norgos	Northern Goshawk	0.3285001207002538	3
420	Spectrogram 1	1	20210316_144618.WAV	766.0	769.0	150	15000	wlwwar	Willow Warbler	0.28577848955893187	1
421	Spectrogram 1	1	20210316_144618.WAV	766.0	769.0	150	15000	yellow2	Yellowhammer	0.2828922125495241	2
422	Spectrogram 1	1	20210316_144618.WAV	766.0	769.0	150	15000	webwar1	Western Bonelli's Warbler	0.2709976658815962	3
423	Spectrogram 1	1	20210316_144618.WAV	768.0	771.0	150	15000	gretit1	Great Tit	0.3031808560574898	1
424	Spectrogram 1	1	20210316_144618.WAV	768.0	771.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2972380131723109	2
425	Spectrogram 1	1	20210316_144618.WAV	768.0	771.0	150	15000	eurtre1	Eurasian Treecreeper	0.2943014869834844	3
426	Spectrogram 1	1	20210316_144618.WAV	770.0	773.0	150	15000	combuz1	Common Buzzard	0.2587983596466623	1
427	Spectrogram 1	1	20210316_144618.WAV	770.0	773.0	150	15000	blawoo1	Black Woodpecker	0.25150009906787885	2
428	Spectrogram 1	1	20210316_144618.WAV	770.0	773.0	150	15000	norgos	Northern Goshawk	0.24507570583281843	3
429	Spectrogram 1	1	20210316_144618.WAV	772.0	775.0	150	15000	eurbul	Eurasian Bullfinch	0.3252553889604006	1
430	Spectrogram 1	1	20210316_144618.WAV	772.0	775.0	150	15000	gnwtea	Green-winged Teal	0.3201046008099188	2
431	Spectrogram 1	1	20210316_144618.WAV	772.0	775.0	150	15000	tawowl1	Tawny Owl	0.2871629381489114	3
432	Spectrogram 1	1	20210316_144618.WAV	774.0	777.0	150	15000	stodov1	Stock Dove	0.3367565693314923	1
433	Spectrogram 1	1	20210316_144618.WAV	774.0	777.0	150	15000	tawowl1	Tawny Owl	0.2864606984378656	2
434	Spectrogram 1	1	20210316_144618.WAV	774.0	777.0	150	15000	loeowl	Long-eared Owl	0.2778497680304875	3
435	Spectrogram 1	1	20210316_144618.WAV	776.0	779.0	150	15000	stodov1	Stock Dove	0.31862281687874133	1
436	Spectrogram 1	1	20210316_144618.WAV	776.0	779.0	150	15000	tawowl1	Tawny Owl	0.30499407141406437	2
437	Spectrogram 1	1	20210316_144618.WAV	776.0	779.0	150	15000	cowpig1	Common Wood-Pigeon	0.2905185699633417	3
438	Spectrogram 1	1	20210316_144618.WAV	778.0	781.0	150	15000	eurtre1	Eurasian Treecreeper	0.3149209130685826	1
439	Spectrogram 1	1	20210316_144618.WAV	778.0	781.0	150	15000	norgos	Northern Goshawk	0.2912875021016913	2
440	Spectrogram 1	1	20210316_144618.WAV	778.0	781.0	150	15000	blawoo1	Black Woodpecker	0.28000964577319426	3
441	Spectrogram 1	1	20210316_144618.WAV	726.0	729.0	150	15000	comrav	Common Raven	0.31485000169171623	1
442	Spectrogram 1	1	20210316_144618.WAV	726.0	729.0	150	15000	snobun	Snow Bunting	0.2582663102437636	2
443	Spectrogram 1	1	20210316_144618.WAV	726.0	729.0	150	15000	comcra	Common Crane	0.25683027863678526	3
444	Spectrogram 1	1	20210316_144618.WAV	728.0	731.0	150	15000	comrav	Common Raven	0.2810167835509782	1
445	Spectrogram 1	1	20210316_144618.WAV	728.0	731.0	150	15000	comcra	Common Crane	0.2760977063523874	2
446	Spectrogram 1	1	20210316_144618.WAV	728.0	731.0	150	15000	snobun	Snow Bunting	0.2703801303182287	3
447	Spectrogram 1	1	20210316_144618.WAV	780.0	783.0	150	15000	eurbul	Eurasian Bullfinch	0.25776820845615767	1
448	Spectrogram 1	1	20210316_144618.WAV	780.0	783.0	150	15000	norgos	Northern Goshawk	0.24263952701489888	2
449	Spectrogram 1	1	20210316_144618.WAV	780.0	783.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.23928752995719307	3
450	Spectrogram 1	1	20210316_144618.WAV	790.0	793.0	150	15000	cowpig1	Common Wood-Pigeon	0.43017023366417423	1
451	Spectrogram 1	1	20210316_144618.WAV	790.0	793.0	150	15000	comcuc	Common Cuckoo	0.4184121836022944	2
452	Spectrogram 1	1	20210316_144618.WAV	790.0	793.0	150	15000	stodov1	Stock Dove	0.39849479446723457	3
453	Spectrogram 1	1	20210316_144618.WAV	792.0	795.0	150	15000	cowpig1	Common Wood-Pigeon	0.48404847053966255	1
454	Spectrogram 1	1	20210316_144618.WAV	792.0	795.0	150	15000	stodov1	Stock Dove	0.4154728620460961	2
455	Spectrogram 1	1	20210316_144618.WAV	792.0	795.0	150	15000	woowar	Wood Warbler	0.34735479738486963	3
456	Spectrogram 1	1	20210316_144618.WAV	794.0	797.0	150	15000	stodov1	Stock Dove	0.36666998202849443	1
457	Spectrogram 1	1	20210316_144618.WAV	794.0	797.0	150	15000	eurtre1	Eurasian Treecreeper	0.35298365558356504	2
458	Spectrogram 1	1	20210316_144618.WAV	794.0	797.0	150	15000	cowpig1	Common Wood-Pigeon	0.3498542870779063	3
459	Spectrogram 1	1	20210316_144618.WAV	796.0	799.0	150	15000	stodov1	Stock Dove	0.48646950034354736	1
460	Spectrogram 1	1	20210316_144618.WAV	796.0	799.0	150	15000	cowpig1	Common Wood-Pigeon	0.4140785780313546	2
461	Spectrogram 1	1	20210316_144618.WAV	796.0	799.0	150	15000	eurtre1	Eurasian Treecreeper	0.3536861193183719	3
462	Spectrogram 1	1	20210316_144618.WAV	798.0	801.0	150	15000	comrav	Common Raven	0.42452524795080815	1
463	Spectrogram 1	1	20210316_144618.WAV	798.0	801.0	150	15000	comcra	Common Crane	0.3452603541883999	2
464	Spectrogram 1	1	20210316_144618.WAV	798.0	801.0	150	15000	grswoo	Great Spotted Woodpecker	0.3428516163093584	3
465	Spectrogram 1	1	20210316_144618.WAV	782.0	785.0	150	15000	comrav	Common Raven	0.31563733617013273	1
466	Spectrogram 1	1	20210316_144618.WAV	782.0	785.0	150	15000	tawowl1	Tawny Owl	0.31009770386752694	2
467	Spectrogram 1	1	20210316_144618.WAV	782.0	785.0	150	15000	comcra	Common Crane	0.2818966350990875	3
468	Spectrogram 1	1	20210316_144618.WAV	800.0	803.0	150	15000	comrav	Common Raven	0.3216649545935976	1
469	Spectrogram 1	1	20210316_144618.WAV	800.0	803.0	150	15000	tawowl1	Tawny Owl	0.32144535949201275	2
470	Spectrogram 1	1	20210316_144618.WAV	800.0	803.0	150	15000	cowpig1	Common Wood-Pigeon	0.3084166267139763	3
471	Spectrogram 1	1	20210316_144618.WAV	802.0	805.0	150	15000	eurtre1	Eurasian Treecreeper	0.3503647704456465	1
472	Spectrogram 1	1	20210316_144618.WAV	802.0	805.0	150	15000	norgos	Northern Goshawk	0.3090981787314328	2
473	Spectrogram 1	1	20210316_144618.WAV	802.0	805.0	150	15000	firecr1	Common Firecrest	0.3071356503511469	3
474	Spectrogram 1	1	20210316_144618.WAV	804.0	807.0	150	15000	norgos	Northern Goshawk	0.3932387731092781	1
475	Spectrogram 1	1	20210316_144618.WAV	804.0	807.0	150	15000	eurtre1	Eurasian Treecreeper	0.3882893863412895	2
476	Spectrogram 1	1	20210316_144618.WAV	804.0	807.0	150	15000	blawoo1	Black Woodpecker	0.36474094400738066	3
477	Spectrogram 1	1	20210316_144618.WAV	806.0	809.0	150	15000	tawowl1	Tawny Owl	0.37797598348784356	1
478	Spectrogram 1	1	20210316_144618.WAV	806.0	809.0	150	15000	comcra	Common Crane	0.3734575496533527	2
479	Spectrogram 1	1	20210316_144618.WAV	806.0	809.0	150	15000	norgos	Northern Goshawk	0.3137400539224297	3
480	Spectrogram 1	1	20210316_144618.WAV	808.0	811.0	150	15000	euhbuz1	European Honey-buzzard	0.39009265527374093	1
481	Spectrogram 1	1	20210316_144618.WAV	808.0	811.0	150	15000	redkit1	Red Kite	0.38779262516002905	2
482	Spectrogram 1	1	20210316_144618.WAV	808.0	811.0	150	15000	blakit1	Black Kite	0.369133226020418	3
483	Spectrogram 1	1	20210316_144618.WAV	810.0	813.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.37675861239478725	1
484	Spectrogram 1	1	20210316_144618.WAV	810.0	813.0	150	15000	blawoo1	Black Woodpecker	0.3718101809242917	2
485	Spectrogram 1	1	20210316_144618.WAV	810.0	813.0	150	15000	stodov1	Stock Dove	0.36503475526242696	3
486	Spectrogram 1	1	20210316_144618.WAV	812.0	815.0	150	15000	norgos	Northern Goshawk	0.3049414388810053	1
487	Spectrogram 1	1	20210316_144618.WAV	812.0	815.0	150	15000	blawoo1	Black Woodpecker	0.2861073813263479	2
488	Spectrogram 1	1	20210316_144618.WAV	812.0	815.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.2838915357345036	3
489	Spectrogram 1	1	20210316_144618.WAV	814.0	817.0	150	15000	stodov1	Stock Dove	0.3573431227783308	1
490	Spectrogram 1	1	20210316_144618.WAV	814.0	817.0	150	15000	blawoo1	Black Woodpecker	0.32211203178360115	2
491	Spectrogram 1	1	20210316_144618.WAV	814.0	817.0	150	15000	gyfwoo1	Gray-headed Woodpecker	0.31728738439398657	3
492	Spectrogram 1	1	20210316_144618.WAV	816.0	819.0	150	15000	cowpig1	Common Wood-Pigeon	0.4327123223556066	1
493	Spectrogram 1	1	20210316_144618.WAV	816.0	819.0	150	15000	stodov1	Stock Dove	0.38159830595389255	2
